order_id,payment_sequential,payment_type,payment_installments,payment_value,origen,seller_id,seller_zip_code_prefix,seller_city,seller_state,geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state,review_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,review_sentiment,order_item_id,product_id,shipping_limit_date,price,freight_value,price_normalized,customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,ï»¿product_category_name,product_category_name_english,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
d3dda8df7e8aa849ce52346514bdb885,1.0,credit_card,3.0,31.77,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3a55ce70e083a313526038fabb9b626f,1.0,boleto,1.0,418.55,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f35013d66cfcbe79e1bcedd6fb914278,1.0,credit_card,1.0,77.45,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1bca6bd89a51ad2a0753b608c06f469,1.0,debit_card,1.0,73.53,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0c2bc0e5935dcca29a9e0cc2e5236a13,1.0,credit_card,3.0,378.33,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85255dfbdf9d963a4517ef2587876dd4,1.0,boleto,1.0,93.85,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adb4641524ad981f9ab1886ee54977c7,1.0,boleto,1.0,188.62,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2901c587ddc2733afdf68e81b98d2c0f,1.0,credit_card,2.0,475.0,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9c7495bbff3f9fdbd9320ba46b827a2f,1.0,credit_card,4.0,175.88,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4587bf1bd378047abcecf8a3193bbbc8,1.0,credit_card,1.0,76.99,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4f4688be9887418ee0c130b6f061586,1.0,boleto,1.0,78.19,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b7b4ac6cf1e3f2b55add5793768dc23b,1.0,credit_card,1.0,52.91,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a0276ec686c0ea314da1e9da49e8a46a,1.0,credit_card,1.0,30.44,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
da535cf4ba8827cbf61a0ce2b7e08cbf,1.0,credit_card,3.0,234.73,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05906ff9618d78153208c80165d91b2c,1.0,credit_card,1.0,133.21,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cadb75b4ce8646d41b77eff5faa5d300,1.0,boleto,1.0,62.92,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b9812205fdaef3474416bb7877583e8c,1.0,credit_card,3.0,167.32,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6d92b8b8958a7955c3184410f45293f3,1.0,credit_card,10.0,184.52,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e31526204c93b55b21e55ef3e5a45f36,1.0,credit_card,4.0,42.0,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b81a6b90b7a473ecb855ee9f4a881032,1.0,debit_card,1.0,53.47,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677b1a4dd9c69ee17aafc0d2b33af06d,1.0,credit_card,8.0,85.6,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85ff97380814f8f14c1dea2f514b5fc8,2.0,voucher,1.0,200.0,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
067546963d2dc6275eb550df0482c460,1.0,boleto,1.0,58.18,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bbcdf6eade27ba117835cb683a80ce09,1.0,credit_card,1.0,151.78,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779a7c41849463b9f08aacd3d948a82c,1.0,credit_card,1.0,87.8,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1b34f3de23ae790473c7e4ef6ac0b1f1,1.0,boleto,1.0,81.71,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2e3400d43bbd1c921a404c654a0e7bf7,1.0,credit_card,1.0,27.69,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dacfa847106ee5d2da9b2815ff4819a3,1.0,boleto,1.0,63.42,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d0405d0cd3a0ddba64c30a078681a88a,1.0,credit_card,5.0,56.03,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9359c34ac8577f6d2daf2eb67607843d,1.0,boleto,1.0,161.54,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8d7b414446f4195d6aeb04abfcdfc86e,1.0,boleto,1.0,319.17,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dfcc26420fd2e456e613e8dfbe6da34,1.0,credit_card,10.0,256.14,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18a3de7f374fa61dc8962d9f000a57d7,1.0,credit_card,2.0,69.04,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6c3435aca88a50c893f06b6b13e9242,1.0,credit_card,6.0,64.39,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574fb93317faefb9a2dc2e9facef54bd,1.0,boleto,1.0,66.81,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3d4a36b2720a815f829c5e1f82bbd0d5,1.0,credit_card,1.0,110.7,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a0d5633fe92946ea39b59d2fd89d249c,1.0,debit_card,1.0,225.7,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36f34e0afd0f39f2a94e0988c4a5047c,1.0,credit_card,2.0,152.99,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd0e00343af091774fc1399707418777,1.0,boleto,1.0,105.74,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea758df7f35b0c9481727b5430b21f85,1.0,credit_card,3.0,117.24,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6480a468bd89b1732a3e73ba16a270c,1.0,credit_card,2.0,175.08,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4d5b79c88c8dba7bccfd90eb531c21be,1.0,boleto,1.0,84.28,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f0704d8911f0469d5abbaf6096052409,1.0,boleto,1.0,199.44,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd3d73f70b77e2a07f64360620621ca4,1.0,credit_card,5.0,262.94,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2df92bb513196bf374baecd5ecdabea0,1.0,credit_card,5.0,50.94,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4a75a6df3e234dd684c7a6dd7e7b1ac,1.0,boleto,1.0,202.41,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2430bc2e4a68e6e61809fdbe4c15f0e,1.0,credit_card,1.0,45.0,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2d39684ee5837bfee04f0cf2c8eadde5,1.0,credit_card,2.0,59.67,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
062b06f0cb6f133e2b963e4947345e17,1.0,boleto,1.0,187.16,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986f9a6bec9c49daf91e0a02a63885d0,1.0,boleto,1.0,95.3,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6f46d796b9d7089d7d0a78e0d254f38f,1.0,debit_card,1.0,37.25,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ac9394e6566c5245be91e3dd87c8d5e9,1.0,credit_card,3.0,234.2,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8f0518f5d4437b43c4849faee7e6dacd,1.0,credit_card,2.0,52.32,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42f0558cf0b5c9b1fa75df04ca0e901e,1.0,boleto,1.0,104.12,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d69964b656a7ccf534ecca1716e557c1,1.0,credit_card,1.0,31.84,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865a538da589ac50d21a0fb922afabdc,1.0,credit_card,1.0,107.47,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d7c30fd6882d8cfa35a7413682542c87,1.0,credit_card,1.0,82.68,olist_order_payments_dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_sellers_dataset,9c7fd21e0aa159b20da593371f08ff7c,6180.0,osasco,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_sellers_dataset,52f0fe436a347ddad7ed5f9aa4e27eaa,1129.0,sao paulo,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_sellers_dataset,b01c2b7b8599b325103ebcddc67413e1,95800.0,venancio aires,RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_sellers_dataset,b29d3380981c51df13fc6fbe87e1763d,14057.0,ribeirao preto,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_sellers_dataset,bafc5aa11e413978be29040f51342e70,30130.0,belo horizonte,MG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_sellers_dataset,8ca1551acf9832a4cf467bbbac15851f,83607.0,campo largo,PR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_sellers_dataset,c2d70ce2c5d0a2eb75e78668236e6dc8,4275.0,sao paulo,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_sellers_dataset,41958cbd3335433c8740300e8cd600d5,5051.0,sao paulo,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_sellers_dataset,ffa6adafb71b807dc13159e26431354c,86030.0,londrina,PR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_sellers_dataset,26e2e5033827d2ba53929f43e03d8ffe,2611.0,sao paulo,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_sellers_dataset,15b3b1b81484422eb41df68ac87f1f50,17047.0,bauru,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_sellers_dataset,4342d4b2ba6b161468c63a7e7cfce593,22793.0,rio de janeiro,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_sellers_dataset,abe42c5d03695b4257b5c6cbf4e6784e,21235.0,rio de janeiro,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_sellers_dataset,95cca791657aabeff15a07eb152d7841,85950.0,palotina,PR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_sellers_dataset,fe4cd9461203cee790d36792420b310f,35300.0,caratinga,MG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_sellers_dataset,40d54b51e962dbe09cabbcfd33298dee,9230.0,santo andre,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_sellers_dataset,c3251e13f1bbda6c74e37c160f991e19,13660.0,porto ferreira,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_sellers_dataset,ad8b531ae67582f096925cff5630d0d1,84172.0,castro,PR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_sellers_dataset,d8bf0fc082fd4a77fc2e5679b6c00133,3184.0,sao paulo,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_sellers_dataset,cecd97bc34ed8330bd4cd15713eda670,89819.0,cordilheira alta,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_sellers_dataset,d9a84e1403de8da0c3aa531d6d108ba6,3562.0,sao paulo,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_sellers_dataset,a63bfbaa882c8f4542891b4e2246cc7f,24355.0,niteroi,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_sellers_dataset,f9903dd0f812c7e771fcad47b6fff231,89070.0,blumenau,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_sellers_dataset,ea3ebea5317b0efbc663ecc8ce5e9bc2,88036.0,florianopolis,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_sellers_dataset,cb41bfbcbda0aea354a834ab222f9a59,3520.0,sao paulo,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_sellers_dataset,ea00f977a203ff88adf7057cb7806998,11085.0,santos,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_sellers_dataset,5a425cc503b39b262a847fd6212bf53b,86010.0,londrina,PR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_sellers_dataset,20d53aad4fe5ee93a64f8839609d3586,37540.0,santa rita do sapucai,MG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_sellers_dataset,a5a1bfcf728ab0e19182959cf0771ee4,13960.0,socorro,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_sellers_dataset,784ba75dd9d20200c4caed3d7a77141a,1040.0,sao paulo,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_sellers_dataset,45d33f715e24d15a6ccf5c17b3a23e3c,18015.0,sorocaba,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_sellers_dataset,7dc8c42cc750eeafea6c85712ffee9bf,5424.0,sao paulo,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_sellers_dataset,2ee0a0689f2f6a72f35a7cb6033f6e7e,19025.0,presidente prudente,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_sellers_dataset,d5b9a084373da994a6e37f732169a853,9182.0,santo andre,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_sellers_dataset,bdb3edbaee43a761e2d4f258dc08f348,18680.0,lencois paulista,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_sellers_dataset,de722cd6dad950a92b7d4f82673f8833,51250.0,recife,PE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_sellers_dataset,08cdbae123ff67ca4e36d9d641ce0119,36504.0,uba,MG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_sellers_dataset,f3041c2e75ec683697a6a5ea82192210,35680.0,itauna,MG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_sellers_dataset,b2bdc5e7940a7d7ca8c4a37953b27a42,13880.0,vargem grande do sul,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_sellers_dataset,e83c76265fc54bf41eac728805e4da77,16074.0,aracatuba,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_sellers_dataset,c53bcd3be457a342a97e39e5a9f0be22,49980.0,neopolis,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_sellers_dataset,ff063b022a9a0aab91bad2c9088760b7,9171.0,santo andre,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
